"id","listing_url","scrape_id","last_scraped","source","name","picture_url","host_id","host_url","host_name","host_since","host_response_time","host_is_superhost","host_thumbnail_url","host_picture_url","host_listings_count","host_total_listings_count","host_has_profile_pic","host_identity_verified","neighbourhood_group_cleansed","latitude","longitude","property_type","room_type","accommodates","bathrooms_text","beds","minimum_nights","maximum_nights","minimum_minimum_nights","maximum_minimum_nights","minimum_maximum_nights","maximum_maximum_nights","minimum_nights_avg_ntm","maximum_nights_avg_ntm","has_availability","availability_30","availability_60","availability_90","availability_365","calendar_last_scraped","number_of_reviews","number_of_reviews_ltm","number_of_reviews_l30d","first_review","last_review","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","calculated_host_listings_count","calculated_host_listings_count_entire_homes","calculated_host_listings_count_private_rooms","calculated_host_listings_count_shared_rooms","reviews_per_month","host_response_rate_in_percent","host_acceptance_rate_in_percent","price_in_usd"
949930762929938688,"https://www.airbnb.com/rooms/949930762929938648",20231227173841,19719,"city scrape","Rental unit in Zürich · ★4.50 · 3 bedrooms · 4 beds · 1.5 baths","https://a0.muscache.com/pictures/miso/Hosting-949930762929938648/original/fe97e0c2-f610-4b85-8599-1b7b794c1502.png",3528377,"https://www.airbnb.com/users/show/3528377","Marc",15593,"within an hour",FALSE,"https://a0.muscache.com/im/pictures/user/ba502c51-8744-43f0-a4fa-4870ec500a3a.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/ba502c51-8744-43f0-a4fa-4870ec500a3a.jpg?aki_policy=profile_x_medium",145,363,TRUE,TRUE,"Kreis 3",47.3668582121804,8.52228598582738,"Entire rental unit","Entire home/apt",8,"1.5 baths",4,2,365,2,2,365,365,2,365,TRUE,27,54,84,163,19719,12,12,2,19592,19702,4.5,4.42,4.67,4.58,4.42,4.58,4.42,TRUE,16,14,2,0,2.81,98,89,464
949951544618597504,"https://www.airbnb.com/rooms/949951544618597500",20231227173841,19719,"city scrape","Rental unit in Zürich · ★4.40 · 3 bedrooms · 4 beds · 1 bath","https://a0.muscache.com/pictures/miso/Hosting-949951544618597500/original/f55393ad-93e6-4e16-8d26-3118c5c14e94.png",3528377,"https://www.airbnb.com/users/show/3528377","Marc",15593,"within an hour",FALSE,"https://a0.muscache.com/im/pictures/user/ba502c51-8744-43f0-a4fa-4870ec500a3a.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/ba502c51-8744-43f0-a4fa-4870ec500a3a.jpg?aki_policy=profile_x_medium",145,363,TRUE,TRUE,"Kreis 4",47.384380093949,8.5091697513233,"Entire rental unit","Entire home/apt",7,"1 bath",4,2,365,2,2,365,365,2,365,TRUE,0,0,0,0,19719,14,14,1,19580,19699,4.4,4.33,4.33,4.73,4.33,4.27,4.13,TRUE,16,14,2,0,3,98,89,211
950390469666604288,"https://www.airbnb.com/rooms/950390469666604288",20231227173841,19719,"city scrape","Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath","https://a0.muscache.com/pictures/1af54e10-d914-4876-a42d-cb3e21b3e905.jpg",110335395,"https://www.airbnb.com/users/show/110335395","Tallulah Patricia",17173,"within a day",FALSE,"https://a0.muscache.com/im/pictures/user/f21bcdd5-6407-4d87-8c3c-2efafb39fdef.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/f21bcdd5-6407-4d87-8c3c-2efafb39fdef.jpg?aki_policy=profile_x_medium",3,4,TRUE,TRUE,"Kreis 2",47.3339398157268,8.51979555902544,"Entire rental unit","Entire home/apt",3,"1 bath",1,2,365,2,2,365,365,2,365,TRUE,28,58,88,178,19719,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,1,0,0,NA,100,56,128
950418103837644288,"https://www.airbnb.com/rooms/950418103837644305",20231227173841,19719,"city scrape","Rental unit in Zürich · 2 bedrooms · 3 beds · 1 bath","https://a0.muscache.com/pictures/miso/Hosting-950418103837644305/original/1fb49e97-08c7-40ef-a5ae-c71220db4897.jpeg",513027450,"https://www.airbnb.com/users/show/513027450","Bnb",19480,"within a day",FALSE,"https://a0.muscache.com/im/pictures/user/adf5e081-ab82-4a66-80ce-e73e100705d0.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/adf5e081-ab82-4a66-80ce-e73e100705d0.jpg?aki_policy=profile_x_medium",4,5,TRUE,TRUE,"Kreis 11",47.4055377701634,8.54748322262448,"Entire rental unit","Entire home/apt",6,"1 bath",3,3,365,3,3,365,365,3,365,TRUE,30,60,85,265,19719,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,3,2,1,0,NA,56,30,350
950418440252207616,"https://www.airbnb.com/rooms/950418440252207652",20231227173841,19719,"previous scrape","Rental unit in Zürich · ★4.86 · 1 bedroom · 1 bed · 1 bath","https://a0.muscache.com/pictures/miso/Hosting-950418440252207652/original/e6d879aa-a041-4e8a-9ced-b532eff023dd.jpeg",222402761,"https://www.airbnb.com/users/show/222402761","Laura",17828,"within a day",FALSE,"https://a0.muscache.com/im/pictures/user/User-222402761/original/0210f7bc-536c-4f86-9948-6fa50ff24806.jpeg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/User-222402761/original/0210f7bc-536c-4f86-9948-6fa50ff24806.jpeg?aki_policy=profile_x_medium",1,1,TRUE,TRUE,"Kreis 4",47.37573,8.53386,"Entire rental unit","Entire home/apt",2,"1 bath",1,3,20,3,3,20,20,3,20,TRUE,2,2,2,2,19719,7,7,1,19582,19708,4.86,5,4.86,4.57,5,5,5,FALSE,1,1,0,0,1.52,70,43,124
950434633264714752,"https://www.airbnb.com/rooms/950434633264714802",20231227173841,19718,"city scrape","Rental unit in Zürich · ★5.0 · 1 bedroom · 1 bed · 1 bath","https://a0.muscache.com/pictures/miso/Hosting-950434633264714802/original/ab6380e6-804f-4694-a946-0ab2cf9b6577.jpeg",529796115,"https://www.airbnb.com/users/show/529796115","Thomas",19573,"within an hour",TRUE,"https://a0.muscache.com/im/pictures/user/User-529796115/original/037df176-252d-4644-a576-f303ef2247c3.png?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/User-529796115/original/037df176-252d-4644-a576-f303ef2247c3.png?aki_policy=profile_x_medium",3,3,TRUE,TRUE,"Kreis 11",47.4051891,8.5488198,"Entire rental unit","Entire home/apt",2,"1 bath",1,2,365,1,2,1125,1125,2,1125,TRUE,11,23,48,320,19718,16,16,3,19592,19709,5,4.94,5,4.88,5,4.88,4.94,FALSE,3,3,0,0,3.78,100,100,141
951479731813595904,"https://www.airbnb.com/rooms/951479731813595841",20231227173841,19719,"city scrape","Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath","https://a0.muscache.com/pictures/c0c0d743-24eb-401c-b137-0491c96186e8.jpg",403982211,"https://www.airbnb.com/users/show/403982211","Yasmin",18775,"within a day",FALSE,"https://a0.muscache.com/im/pictures/user/58c043b8-adaf-4491-99d4-c968cd4afda3.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/58c043b8-adaf-4491-99d4-c968cd4afda3.jpg?aki_policy=profile_x_medium",1,3,TRUE,TRUE,"Kreis 5",47.3829198523936,8.52781698828406,"Entire rental unit","Entire home/apt",2,"1 bath",1,2,15,2,6,15,15,2.2,15,TRUE,10,32,62,62,19719,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,1,0,0,NA,67,71,110
951857285289117568,"https://www.airbnb.com/rooms/951857285289117616",20231227173841,19718,"city scrape","Home in Zürich · ★4.33 · 1 bedroom · 1 bed · 1 bath","https://a0.muscache.com/pictures/miso/Hosting-951857285289117616/original/558cc879-c78d-4a9f-9e93-0a4202c3953b.jpeg",119109136,"https://www.airbnb.com/users/show/119109136","Claudio",17229,"within an hour",TRUE,"https://a0.muscache.com/im/pictures/user/5ea3c56e-020d-4d39-afaa-d2b4068a3571.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/5ea3c56e-020d-4d39-afaa-d2b4068a3571.jpg?aki_policy=profile_x_medium",2,2,TRUE,TRUE,"Kreis 9",47.36513894078,8.49240266909436,"Entire home","Entire home/apt",1,"1 bath",1,4,40,3,4,40,40,3.9,40,TRUE,24,40,70,70,19718,3,3,0,19667,19683,4.33,4.67,4.67,4.33,4.67,4.33,4.33,FALSE,2,2,0,0,1.73,100,100,69
951987963732341632,"https://www.airbnb.com/rooms/951987963732341575",20231227173841,19718,"city scrape","Rental unit in Zürich · ★4.91 · 1 bedroom · 1 bed · 1 bath","https://a0.muscache.com/pictures/miso/Hosting-951987963732341575/original/92832c4c-3532-4638-8c73-d1ae1998b2e8.jpeg",530213883,"https://www.airbnb.com/users/show/530213883","Alice",19575,"within a day",FALSE,"https://a0.muscache.com/im/pictures/user/e3562c6f-392b-4625-824e-751a908858de.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/e3562c6f-392b-4625-824e-751a908858de.jpg?aki_policy=profile_x_medium",1,1,TRUE,TRUE,"Kreis 7",47.3667443,8.5623196,"Entire rental unit","Entire home/apt",2,"1 bath",1,2,365,2,2,365,365,2,365,TRUE,19,43,66,147,19718,11,11,4,19582,19714,4.91,4.9,5,5,4.9,5,4.6,FALSE,1,1,0,0,2.41,90,87,132
952032729209948544,"https://www.airbnb.com/rooms/952032729209948560",20231227173841,19718,"city scrape","Home in Zürich · ★New · 1 bedroom · 2 beds · 1 bath","https://a0.muscache.com/pictures/miso/Hosting-952032729209948560/original/bec8c91c-148a-4107-a72b-94e22f853725.jpeg",135958025,"https://www.airbnb.com/users/show/135958025","Chris",17337,"within a few hours",FALSE,"https://a0.muscache.com/im/pictures/user/User-135958025/original/17352c24-9429-4ebd-97ff-4b0800073503.jpeg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/User-135958025/original/17352c24-9429-4ebd-97ff-4b0800073503.jpeg?aki_policy=profile_x_medium",5,5,TRUE,TRUE,"Kreis 8",47.3613052327688,8.55436684742555,"Private room in home","Private room",4,"1 bath",2,1,365,1,1,365,365,1,365,TRUE,25,55,85,265,19718,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,5,0,5,0,NA,100,65,95
952660223249417728,"https://www.airbnb.com/rooms/952660223249417727",20231227173841,19718,"city scrape","Rental unit in Zürich · ★5.0 · 1 bedroom · 1 bed · 1 shared bath","https://a0.muscache.com/pictures/7088b189-25f6-488e-990a-a39d1707cd08.jpg",136360682,"https://www.airbnb.com/users/show/136360682","Sofia",17339,"within an hour",FALSE,"https://a0.muscache.com/im/pictures/user/185683d2-7e1b-41e7-abe9-8ea3825a71ee.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/185683d2-7e1b-41e7-abe9-8ea3825a71ee.jpg?aki_policy=profile_x_medium",2,5,TRUE,TRUE,"Kreis 9",47.3888525269838,8.48218625783616,"Private room in rental unit","Private room",2,"1 shared bath",1,1,7,1,1,7,7,1,7,TRUE,3,3,22,22,19718,7,7,1,19617,19700,5,5,5,5,5,5,4.86,FALSE,2,1,1,0,2.06,100,67,80
952791203636571264,"https://www.airbnb.com/rooms/952791203636571317",20231227173841,19718,"city scrape","Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath","https://a0.muscache.com/pictures/d9fab3da-c006-405e-b5f2-b4f25f257095.jpg",336827675,"https://www.airbnb.com/users/show/336827675","Albergo Diffuso",18309,"within an hour",FALSE,"https://a0.muscache.com/im/pictures/user/User-336827675/original/c8ac9ce2-7da1-4f1e-802d-43d06e3974ee.jpeg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/User-336827675/original/c8ac9ce2-7da1-4f1e-802d-43d06e3974ee.jpeg?aki_policy=profile_x_medium",12,18,TRUE,TRUE,"Kreis 3",47.379443548474,8.50461271975779,"Entire rental unit","Entire home/apt",2,"1 bath",1,3,90,3,3,1125,1125,3,1125,TRUE,10,40,70,247,19718,2,2,0,19629,19633,2,3.5,3.5,5,3,2.5,3,TRUE,11,11,0,0,0.67,100,97,170
953661533849243264,"https://www.airbnb.com/rooms/953661533849243305",20231227173841,19718,"city scrape","Rental unit in Zürich · ★4.33 · 1 bedroom · 1 bed · 1 bath","https://a0.muscache.com/pictures/a9f54476-087e-453a-ae4a-4ca54f369164.jpg",39861677,"https://www.airbnb.com/users/show/39861677","Alexandre",16644,"within a few hours",FALSE,"https://a0.muscache.com/im/users/39861677/profile_pic/1438125276/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/39861677/profile_pic/1438125276/original.jpg?aki_policy=profile_x_medium",1,1,TRUE,FALSE,"Kreis 9",47.3915970807148,8.48491709679365,"Private room in rental unit","Private room",2,"1 bath",1,2,30,1,2,30,30,2,30,TRUE,21,49,79,79,19718,3,3,0,19612,19639,4.33,4.67,4.33,4,4.33,4.67,4,FALSE,1,0,1,0,0.84,100,50,60
953704399405069568,"https://www.airbnb.com/rooms/953704399405069596",20231227173841,19718,"city scrape","Rental unit in Zürich · ★5.0 · 1 bedroom · 1 bed · 2.5 shared baths","https://a0.muscache.com/pictures/miso/Hosting-953704399405069596/original/43c7b7a4-65d3-477b-89e2-9310918dd226.jpeg",50589115,"https://www.airbnb.com/users/show/50589115","Yuan",16774,"within a few hours",FALSE,"https://a0.muscache.com/im/pictures/user/8ef9ee80-9faa-407b-9408-063a305b7917.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/8ef9ee80-9faa-407b-9408-063a305b7917.jpg?aki_policy=profile_x_medium",4,4,TRUE,TRUE,"Kreis 2",47.3511854646929,8.53352686470681,"Private room in rental unit","Private room",2,"2.5 shared baths",1,1,90,1,1,90,90,1,90,TRUE,25,55,85,85,19718,7,7,1,19598,19697,5,4.86,4.86,4.71,4.71,5,5,FALSE,4,1,3,0,1.74,92,51,81
954230989079564160,"https://www.airbnb.com/rooms/954230989079564179",20231227173841,19719,"city scrape","Serviced apartment in Zürich · 1 bedroom · 1 bed · 1 bath","https://a0.muscache.com/pictures/60086b58-f0cb-4119-be64-de0d9492b4e7.jpg",25291258,"https://www.airbnb.com/users/show/25291258","Delta Estates",16432,"within an hour",FALSE,"https://a0.muscache.com/im/pictures/user/5b460397-2069-45b7-b8ca-18ec24ab1378.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/5b460397-2069-45b7-b8ca-18ec24ab1378.jpg?aki_policy=profile_x_medium",42,43,TRUE,TRUE,"Kreis 3",47.3742797553213,8.51558852071206,"Entire serviced apartment","Entire home/apt",2,"1 bath",1,5,730,5,5,730,730,5,730,TRUE,22,52,82,172,19719,1,1,0,19618,19618,5,5,5,5,5,5,5,FALSE,38,38,0,0,0.29,100,97,84
954365190238047104,"https://www.airbnb.com/rooms/954365190238047155",20231227173841,19718,"city scrape","Rental unit in Zürich · ★5.0 · 1 bedroom · 1 bed · 1 bath","https://a0.muscache.com/pictures/miso/Hosting-954365190238047155/original/928837fd-3f38-458c-8246-a812847e675b.jpeg",19610180,"https://www.airbnb.com/users/show/19610180","Rossana",16289,"within an hour",TRUE,"https://a0.muscache.com/im/users/19610180/profile_pic/1407411304/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/19610180/profile_pic/1407411304/original.jpg?aki_policy=profile_x_medium",17,19,TRUE,TRUE,"Kreis 3",47.3793269804703,8.50588200394271,"Entire rental unit","Entire home/apt",2,"1 bath",1,1,14,1,1,14,14,1,14,TRUE,27,57,87,355,19718,6,6,2,19624,19705,5,4.83,4.83,5,4.83,4.67,4.67,TRUE,17,13,4,0,1.89,100,100,95
954451999132354688,"https://www.airbnb.com/rooms/954451999132354635",20231227173841,19718,"city scrape","Condo in Zürich · Studio · 1 bed · 1 bath","https://a0.muscache.com/pictures/hosting/Hosting-954451999132354635/original/0b93a814-6161-48e8-9628-b1b64650a543.jpeg",214563267,"https://www.airbnb.com/users/show/214563267","Aleksandra",17784,"within a day",FALSE,"https://a0.muscache.com/im/pictures/user/cd1f0edb-d005-4f61-8c7a-3976864a0513.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/cd1f0edb-d005-4f61-8c7a-3976864a0513.jpg?aki_policy=profile_x_medium",1,1,TRUE,TRUE,"Kreis 6",47.3873095812101,8.53638268204864,"Entire condo","Entire home/apt",1,"1 bath",1,5,20,5,5,20,20,5,20,TRUE,0,0,0,84,19718,2,2,0,19608,19665,5,5,5,5,5,5,5,FALSE,1,1,0,0,0.54,100,100,120
954826451469891328,"https://www.airbnb.com/rooms/954826451469891268",20231227173841,19719,"city scrape","Rental unit in Zürich · ★4.50 · 1 bedroom · 1 bed · 1 bath","https://a0.muscache.com/pictures/miso/Hosting-954826451469891268/original/45e0d96e-6aaa-4bcd-b7d6-6950d1dccb93.jpeg",531009323,"https://www.airbnb.com/users/show/531009323","Christophe",19579,"within an hour",FALSE,"https://a0.muscache.com/defaults/user_pic-50x50.png?v=3","https://a0.muscache.com/defaults/user_pic-225x225.png?v=3",1,1,FALSE,TRUE,"Kreis 8",47.360241,8.5492265,"Entire rental unit","Entire home/apt",2,"1 bath",1,3,730,3,3,730,730,3,730,TRUE,0,25,55,55,19719,4,4,0,19582,19658,4.5,5,5,5,5,5,5,TRUE,1,1,0,0,0.87,100,100,230
954829028338762880,"https://www.airbnb.com/rooms/954829028338762829",20231227173841,19719,"city scrape","Rental unit in Zürich · ★4.58 · 2 bedrooms · 3 beds · 1 bath","https://a0.muscache.com/pictures/miso/Hosting-954829028338762829/original/e0e8ea1f-46e0-48de-8792-cfe0ac39a309.png",3528377,"https://www.airbnb.com/users/show/3528377","Marc",15593,"within an hour",FALSE,"https://a0.muscache.com/im/pictures/user/ba502c51-8744-43f0-a4fa-4870ec500a3a.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/ba502c51-8744-43f0-a4fa-4870ec500a3a.jpg?aki_policy=profile_x_medium",145,363,TRUE,TRUE,"Kreis 4",47.384715732675,8.50872846109882,"Entire rental unit","Entire home/apt",6,"1 bath",3,2,365,2,2,365,365,2,365,TRUE,0,0,0,0,19719,11,11,1,19590,19694,4.58,4.5,4.5,4.33,4.17,4.42,4.42,TRUE,16,14,2,0,2.54,98,89,163
954962752126048640,"https://www.airbnb.com/rooms/954962752126048610",20231227173841,19719,"city scrape","Rental unit in Zürich · ★4.69 · 1 bedroom · 1 bed · 1 bath","https://a0.muscache.com/pictures/miso/Hosting-954962752126048610/original/82c37413-c583-4f3c-aa52-b44399f7d5fe.jpeg",420370006,"https://www.airbnb.com/users/show/420370006","Kamila",18866,"within an hour",FALSE,"https://a0.muscache.com/im/pictures/user/5ae2cc4c-22be-4c70-9801-ab35b49bb868.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/5ae2cc4c-22be-4c70-9801-ab35b49bb868.jpg?aki_policy=profile_x_medium",34,41,TRUE,TRUE,"Kreis 4",47.3803650698932,8.52159514003784,"Entire rental unit","Entire home/apt",2,"1 bath",1,1,365,1,1,1125,1125,1,1125,TRUE,0,0,0,0,19719,34,34,7,19582,19713,4.69,4.6,4.77,4.86,4.74,4.86,4.57,TRUE,31,31,0,0,7.39,100,99,116
954986534483841664,"https://www.airbnb.com/rooms/954986534483841675",20231227173841,19718,"city scrape","Rental unit in Zürich · 1 bedroom · 2 beds · 1 bath","https://a0.muscache.com/pictures/prohost-api/Hosting-954986534483841675/original/c1964e26-5905-4ca5-b441-077ea884b8f1.jpeg",1229459,"https://www.airbnb.com/users/show/1229459","Swissstay",15247,"within an hour",FALSE,"https://a0.muscache.com/im/pictures/user/User-1229459/original/33b8f4f9-ae9d-4904-bf57-797c38fd7ccc.jpeg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/User-1229459/original/33b8f4f9-ae9d-4904-bf57-797c38fd7ccc.jpeg?aki_policy=profile_x_medium",81,135,TRUE,TRUE,"Kreis 7",47.3679916419734,8.55656927996888,"Entire rental unit","Entire home/apt",3,"1 bath",2,2,90,2,3,90,90,2.9,90,TRUE,20,50,79,79,19718,1,1,0,19620,19620,5,4,4,5,5,5,4,TRUE,55,55,0,0,0.3,99,99,165
955497690165152512,"https://www.airbnb.com/rooms/955497690165152547",20231227173841,19718,"city scrape","Rental unit in Zürich · 1 bedroom · 1 bath","https://a0.muscache.com/pictures/7bfb1073-2030-4fd2-bb1f-eb2bfae7a3ff.jpg",48472755,"https://www.airbnb.com/users/show/48472755","Olga",16747,NA,FALSE,"https://a0.muscache.com/im/pictures/user/6d0da9c1-0742-4750-9038-898260c32885.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/6d0da9c1-0742-4750-9038-898260c32885.jpg?aki_policy=profile_x_medium",2,2,TRUE,TRUE,"Kreis 5",47.3899317856959,8.52458799961214,"Entire rental unit","Entire home/apt",3,"1 bath",NA,2,1125,2,2,1125,1125,2,1125,TRUE,0,0,25,115,19718,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,2,1,1,0,NA,NA,100,140
955584255722857088,"https://www.airbnb.com/rooms/955584255722857086",20231227173841,19718,"city scrape","Rental unit in Zürich · ★4.80 · 2 bedrooms · 3 beds · 2 baths","https://a0.muscache.com/pictures/prohost-api/Hosting-955584255722857086/original/322702a1-3190-4ca2-96d4-ba1997eb187c.jpeg",1229459,"https://www.airbnb.com/users/show/1229459","Swissstay",15247,"within an hour",FALSE,"https://a0.muscache.com/im/pictures/user/User-1229459/original/33b8f4f9-ae9d-4904-bf57-797c38fd7ccc.jpeg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/User-1229459/original/33b8f4f9-ae9d-4904-bf57-797c38fd7ccc.jpeg?aki_policy=profile_x_medium",81,135,TRUE,TRUE,"Kreis 7",47.3686998074242,8.55643523503522,"Entire rental unit","Entire home/apt",5,"2 baths",3,2,90,2,3,90,90,2.9,90,TRUE,22,52,81,81,19718,5,5,0,19596,19682,4.8,4.8,4.8,5,5,5,5,TRUE,55,55,0,0,1.22,99,99,225
955670367429314816,"https://www.airbnb.com/rooms/955670367429314860",20231227173841,19718,"city scrape","Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath","https://a0.muscache.com/pictures/miso/Hosting-955670367429314860/original/4b07f303-36bc-4570-958b-b0507e571832.jpeg",420370006,"https://www.airbnb.com/users/show/420370006","Kamila",18866,"within an hour",FALSE,"https://a0.muscache.com/im/pictures/user/5ae2cc4c-22be-4c70-9801-ab35b49bb868.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/5ae2cc4c-22be-4c70-9801-ab35b49bb868.jpg?aki_policy=profile_x_medium",34,41,TRUE,TRUE,"Kreis 4",47.37718,8.52718,"Entire rental unit","Entire home/apt",3,"1 bath",1,1,365,1,1,365,365,1,365,TRUE,0,0,0,9,19718,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,31,31,0,0,NA,100,99,180
955784712671658624,"https://www.airbnb.com/rooms/955784712671658608",20231227173841,19718,"city scrape","Rental unit in Zürich · ★5.0 · 1 bedroom · 1 bed · 1 bath","https://a0.muscache.com/pictures/72f799fd-f7d1-4884-a762-0cc7519c7413.jpg",177523078,"https://www.airbnb.com/users/show/177523078","Markus",17599,"within a few hours",FALSE,"https://a0.muscache.com/im/pictures/user/User-177523078/original/7bcaf00d-c210-4f64-9bc4-a23fb85f0096.jpeg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/User-177523078/original/7bcaf00d-c210-4f64-9bc4-a23fb85f0096.jpeg?aki_policy=profile_x_medium",1,2,TRUE,TRUE,"Kreis 2",47.3362970351292,8.53112918510853,"Entire rental unit","Entire home/apt",2,"1 bath",1,3,31,3,3,31,31,3,31,TRUE,3,21,40,40,19718,10,10,3,19628,19711,5,5,5,5,5,5,4.9,FALSE,1,1,0,0,3.3,100,91,87
956843160368623360,"https://www.airbnb.com/rooms/956843160368623367",20231227173841,19719,"city scrape","Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath","https://a0.muscache.com/pictures/miso/Hosting-956843160368623367/original/67316ff8-578c-4c48-9622-681a9a2904a7.jpeg",233609102,"https://www.airbnb.com/users/show/233609102","Business",17897,NA,FALSE,"https://a0.muscache.com/im/pictures/user/c0f06e62-981f-48c9-a1ca-dffaa006b253.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/c0f06e62-981f-48c9-a1ca-dffaa006b253.jpg?aki_policy=profile_x_medium",1,1,TRUE,TRUE,"Kreis 11",47.4142230343136,8.5531828442585,"Entire rental unit","Entire home/apt",2,"1 bath",1,7,30,7,7,30,30,7,30,TRUE,7,9,18,288,19719,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,1,0,0,NA,NA,NA,227
957657984159362048,"https://www.airbnb.com/rooms/957657984159361987",20231227173841,19719,"previous scrape","Rental unit in Zürich · 2 bedrooms · 1 bath","https://a0.muscache.com/pictures/miso/Hosting-957657984159361987/original/68561d5b-cc41-49b1-acef-1ce94fa90b39.png",5861364,"https://www.airbnb.com/users/show/5861364","Aleksandra",15805,"within an hour",FALSE,"https://a0.muscache.com/im/users/5861364/profile_pic/1430249515/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/5861364/profile_pic/1430249515/original.jpg?aki_policy=profile_x_medium",1,1,TRUE,TRUE,"Kreis 3",47.3725,8.50885,"Entire rental unit","Entire home/apt",4,"1 bath",NA,5,10,5,5,10,10,5,10,TRUE,3,3,3,3,19719,2,2,0,19609,19614,5,5,5,5,5,5,5,FALSE,1,1,0,0,0.54,100,100,180
957758254263801216,"https://www.airbnb.com/rooms/957758254263801200",20231227173841,19718,"city scrape","Rental unit in Zürich · 1 bedroom · 2 beds · 1 bath","https://a0.muscache.com/pictures/prohost-api/Hosting-957758254263801200/original/690a0d87-076a-4e26-96cc-4dbad92ef4ec.jpeg",1229459,"https://www.airbnb.com/users/show/1229459","Swissstay",15247,"within an hour",FALSE,"https://a0.muscache.com/im/pictures/user/User-1229459/original/33b8f4f9-ae9d-4904-bf57-797c38fd7ccc.jpeg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/User-1229459/original/33b8f4f9-ae9d-4904-bf57-797c38fd7ccc.jpeg?aki_policy=profile_x_medium",81,135,TRUE,TRUE,"Kreis 7",47.3682843118411,8.55678921827605,"Entire rental unit","Entire home/apt",3,"1 bath",2,2,90,2,3,90,90,2.9,90,TRUE,18,48,77,77,19718,2,2,0,19602,19633,5,5,5,4.5,5,5,5,TRUE,55,55,0,0,0.51,99,99,152
957816696128235520,"https://www.airbnb.com/rooms/957816696128235556",20231227173841,19718,"city scrape","Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath","https://a0.muscache.com/pictures/hosting/Hosting-957816696128235556/original/f427ee3f-c571-4012-80be-9c77f5109084.jpeg",122642208,"https://www.airbnb.com/users/show/122642208","Dia",17251,NA,FALSE,"https://a0.muscache.com/im/pictures/user/c09a1a70-d262-4003-a44d-8a1eb0b14501.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/c09a1a70-d262-4003-a44d-8a1eb0b14501.jpg?aki_policy=profile_x_medium",1,1,TRUE,TRUE,"Kreis 5",47.3818241307356,8.53348854929209,"Entire rental unit","Entire home/apt",2,"1 bath",1,14,365,14,14,365,365,14,365,TRUE,0,0,0,84,19718,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,1,0,0,NA,NA,NA,75
