id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1002642287823844894,Cosy private room at Lausanne,148416463,Jorge,Lausanne,Lausanne,46.53433308108709,6.632426145519321,Private room,61,1,2,2023-12-10,0.52,16,270,2,
1002680017925094961,Incroyable villa en Lavaux avec vue imprenable,2635274,Alberto M.,Lavaux-Oron,Lutry,46.514419423318856,6.704702143155984,Entire home/apt,,1,0,,,2,0,0,
1002720317247923607,Cosy private room at Lausanne,148416463,Jorge,Lausanne,Lausanne,46.53588727046612,6.633235132627291,Private room,58,1,7,2024-03-04,1.59,16,257,7,
1002933395610620424,Chambre Vevey - proche lac,37924707,Yannick,Riviera-Pays-d'Enhaut,Vevey,46.46173899999999,6.8438279,Private room,100,1,0,,,1,269,0,
1003327419618964120,"Havre de paix, en pleine nature.",536185997,La Solitude,Aigle,Bex,46.250873163895726,7.030855369858561,Entire home/apt,220,2,5,2024-02-04,1.14,1,188,5,
1003388721711043653,Studio à la campagne,17134885,"Emmanuel, Raquel & Famille",Jura-Nord vaudois,Sainte-Croix,46.818836847717094,6.470388354044611,Entire home/apt,50,1,2,2023-12-22,0.50,1,213,2,
1004082352515226963,Appartement au calme avec vue exceptionnelle,326433560,Rosie,Aigle,Leysin,46.33726972482236,7.004476831548501,Entire home/apt,168,2,21,2024-03-03,5.25,3,267,21,
1004103231641236291,Lux Heidi Chalet with Panoramic Views near Gstaad,542058513,Altitude,Riviera-Pays-d'Enhaut,Château-d'Oex,46.44095527105447,7.128850115925109,Entire home/apt,5000,1,0,,,1,240,0,
1004182697285192821,Chambre privée + salle de bain,7357590,Famille Perrot,Nyon,Nyon,46.39417932911232,6.23030398262452,Private room,92,1,1,2024-02-06,0.88,2,259,1,
1004265398670612869,"Zentrale Wohnung mit Terrasse, Pool und Sauna",143983532,Julian,Aigle,Ollon,46.2979709,7.0532273,Entire home/apt,140,6,1,2024-02-17,1,1,161,1,
1004377670163631369,Vue sur le marché,15935271,Barbara,Nyon,Nyon,46.3820124,6.2390669,Private room,66,1,3,2023-11-21,0.78,1,81,3,
1004427981691963870,"Apartment in the best location of Rougemont,Gstaad",62284306,Marie Thomas,Riviera-Pays-d'Enhaut,Rougemont,46.48985352560163,7.221414399555058,Entire home/apt,150,2,7,2024-03-05,1.52,1,237,7,
1004516727416353949,Appartement avec sauna jacuzzi donnant sur le lac,315436198,Nicolas,Jura-Nord vaudois,Bullet,46.83071444749376,6.548638587773623,Entire home/apt,161,2,4,2024-02-23,0.90,2,253,4,
1004707063525387997,Chalet avec vue exceptionnelle,326530728,Sylvie,Riviera-Pays-d'Enhaut,Château-d'Oex,46.476443,7.1266795,Entire home/apt,280,2,0,,,2,113,0,
1004707073107268578,Chalet spacieux avec vue panoramique,326530728,Sylvie,Riviera-Pays-d'Enhaut,Château-d'Oex,46.476443,7.1266795,Entire home/apt,420,2,8,2024-02-25,3.16,2,144,8,
1004777919375532864,Apartment Hameau de la Gare C09,528018096,Diablerets,Aigle,Ormont-Dessus,46.352802141618994,7.152902860029301,Entire home/apt,300,1,0,,,2,59,0,
1004778013981736455,Studio Datcha,528018096,Diablerets,Aigle,Ormont-Dessus,46.34870890214978,7.1703170335088044,Entire home/apt,170,1,0,,,2,101,0,
1004870039252108608,"Spacious 2BR in the center, next to station for 6",437585219,Simplon 10,Lausanne,Lausanne,46.517388517326054,6.62857926932163,Entire home/apt,208,1,6,2024-03-02,1.88,22,327,6,
1004873735598479470,Lovely 1BR in the center next to station for 4ppl,437585219,Simplon 10,Lausanne,Lausanne,46.51632625606045,6.631999826523463,Entire home/apt,159,1,2,2024-02-04,0.60,22,363,2,
1004879088946614278,"Cosy 1BR in Lausanne Center, next to station for 2",437585219,Simplon 10,Lausanne,Lausanne,46.5151407719091,6.632106404986736,Entire home/apt,118,1,6,2024-02-07,3.91,22,365,6,
1004882832511246593,Lovely & Central 1BR next to station for 2,437585219,Simplon 10,Lausanne,Lausanne,46.51506222584509,6.630629412840028,Entire home/apt,125,1,0,,,22,270,0,
1004932828326857434,Beautiful central 3BR near lovely Milan Park & IMD,402013385,Lausanne Rentals,Lausanne,Lausanne,46.51381785190027,6.622436076523163,Entire home/apt,224,3,7,2024-03-04,1.75,12,278,7,
1004986109356134449,"Lovely, cosy and spacious Studio near station",402013385,Lausanne Rentals,Lausanne,Lausanne,46.51676592796292,6.627368166081442,Entire home/apt,126,3,4,2024-02-10,2.55,12,189,4,
1004995384040264015,"Lovely, cosy 1BR next to IMD, Milan Park and Lake",402013385,Lausanne Rentals,Lausanne,Lausanne,46.51379112244489,6.624029405522514,Entire home/apt,126,3,4,2024-01-12,0.90,12,261,4,
1005096522536776334,"La ""Roulotte""  pour 6 personnes",396434830,Camping CCRY,Jura-Nord vaudois,Bullet,46.8423416,6.559366499999999,Entire home/apt,140,1,2,2023-12-29,0.43,17,259,2,
1005130286541179172,Appartement avec jardin à Villars-sur-Ollon,542445951,Matilde,Aigle,Ollon,46.299977,7.054829199999999,Entire home/apt,164,2,8,2024-03-01,1.94,1,321,8,
1005165465957679877,Villa apartment ideal location,45540864,Matthew,Lausanne,Le Mont-sur-Lausanne,46.56467696019414,6.633680278103015,Entire home/apt,131,2,15,2024-02-12,3.19,1,110,15,
1005563931992449397,"Appartement 144, station ski, Bristol",155585913,Aude,Aigle,Ollon,46.2925426,7.0555884,Entire home/apt,207,1,1,2024-02-04,0.83,2,200,1,
1005634367742002020,Ambassadeur 12,101615341,Melinda - Interhome Group,Aigle,Ollon,46.293068020203,7.0552529325408875,Entire home/apt,330,1,2,2024-02-03,0.92,130,256,2,
1005833625743940284,Coucon Chanel,505591944,Jane,Morges,Morges,46.51522758107836,6.494173519313335,Shared room,46,1,7,2024-03-07,1.54,1,359,7,
1006347404260872217,"Appartement 340, Bristol",155585913,Aude,Aigle,Ollon,46.2925426,7.0555884,Entire home/apt,321,1,2,2024-01-14,0.83,2,201,2,
1006497219436405541,chambre,161569185,Bania,Riviera-Pays-d'Enhaut,Montreux,46.43593732503242,6.909086920941063,Private room,78,1,10,2024-01-15,2.21,1,254,10,
1006546239950006370,Chambre cosy - 15 min. EPFL,20855775,Lily,Lausanne,Lausanne,46.516339316969024,6.616746341894812,Private room,47,1,18,2024-03-07,4.39,2,38,18,
1007032897507615823,Jolie chambre dans appartement,431575312,Ludovic,Lausanne,Lausanne,46.52196221263566,6.641009011639416,Private room,57,2,5,2024-02-22,1.50,1,43,5,
1007267253524651934,Chambre double avec  vue sur lac de Joux.,99052441,Sabrina,Jura-Nord vaudois,L'Abbaye,46.66589033937567,6.331390589475632,Private room,73,1,3,2023-12-01,0.70,1,170,3,
1007275627914045675,Chaleureux,132760627,Sara,Morges,Bière,46.53707645869893,6.336126018975036,Entire home/apt,120,1,0,,,1,85,0,
1007880636183314932,Chambre Montreux Centre,6173963,Audrey,Riviera-Pays-d'Enhaut,Montreux,46.43856053860425,6.909478648838792,Private room,139,2,0,,,4,89,0,
1008449141888112272,appartement sous gare à louer,541969801,Najjar,Lausanne,Lausanne,46.513747009620815,6.633357865639037,Entire home/apt,181,1,5,2024-02-02,1.17,1,259,5,
1008581426917889548,Camera bella,543098867,Umberto,Ouest lausannois,Bussigny,46.54626747213406,6.55701624948218,Private room,52,1,0,,,1,132,0,
1008632167979133884,Camera bellissima,543113226,Ivan,Ouest lausannois,Crissier,46.5393282987344,6.578395631105905,Private room,50,1,0,,,1,208,0,
1008759470356859549,"Warm, cosy home from home",19174308,Tania,Aigle,Ollon,46.30046245491644,7.049129940569401,Entire home/apt,450,1,4,2024-02-18,2.79,1,237,4,
1009135740879171676,Magnifique Appartement 3.5 pcs,502710583,Khaled,Lausanne,Lausanne,46.52144206664908,6.6394754412468595,Entire home/apt,150,1,0,,,1,248,0,
1009196480819000498,Stunning 1-Bed Apartment in Epalinges,439074505,Travelnest,Lausanne,Epalinges,46.54962035267374,6.679533903003857,Entire home/apt,288,1,0,,,1,364,0,
1009254524684946860,Demi Chalet duplex avec Jardin,433012976,Ferdinand,Aigle,Ollon,46.28959,7.06227,Entire home/apt,263,2,3,2024-02-16,1.20,1,253,3,
1009382100252819093,LE.28 : cocon cosy et bain nordique,264266586,Marie-Laure,Riviera-Pays-d'Enhaut,Montreux,46.455494037569764,6.940063502923719,Entire home/apt,220,2,10,2024-03-03,2.88,1,230,10,
1010073012648886502,Room to rent short/longer term,543414892,Jonathan,Lavaux-Oron,Lutry,46.51295054634786,6.694121550220418,Private room,59,1,14,2024-02-26,3.18,1,214,14,
1010143353876170761,Magnifico studio sul lago Lemano,92848397,Annarita,Riviera-Pays-d'Enhaut,Veytaux,46.42055,6.92491,Entire home/apt,144,3,4,2024-01-31,1.13,1,78,4,
1010204656225146483,Chambre cosy à la campagne,27263960,Suze,Nyon,Founex,46.3376459,6.167955,Private room,70,4,0,,,2,212,0,
1010278031559383715,Grande chambre en campagne,27263960,Suze,Nyon,Founex,46.3376459,6.167955,Private room,90,4,1,2023-11-27,0.29,2,210,1,
1010633386684421412,Superbe appart cosy et calme,154773566,Julien,Lavaux-Oron,Lutry,46.5094248,6.682318800000001,Entire home/apt,180,5,1,2024-02-11,1,1,264,1,
1010910717188384882,Brand new spacious apartment,94460820,Alistair,Morges,Aubonne,46.48862904686766,6.397522655835664,Entire home/apt,105,3,0,,,1,42,0,
1010920827354760086,Charmant appartement ski in/out,53522768,Patrick,Aigle,Ollon,46.30769373966195,7.0585705798649565,Entire home/apt,230,7,1,2024-02-24,1,1,260,1,
1011001826183709367,Spacious and central !,37860442,Claudine,Lausanne,Lausanne,46.5218743090198,6.637940530961969,Entire home/apt,110,3,2,2024-01-21,1.09,1,202,2,
1011407378140325611,Love loft appartement avec jacuzzi,186559370,Ambers,Lausanne,Lausanne,46.51462031169828,6.626105681061745,Entire home/apt,120,1,0,,,3,247,0,
1011418022718691911,"Lausanne Centre, Vue Lac",20604153,Ben,Lausanne,Lausanne,46.51354883245822,6.6335361968200734,Entire home/apt,153,3,0,,,1,35,0,
1011813010777396279,Wonderful duplex Lavaux Unesco,4585327,Claudio,Lavaux-Oron,Chexbres,46.483293778738194,6.776848055016211,Entire home/apt,,30,0,,,1,0,0,
1012338401311908028,"Parc Jura vaudois, jolie chambre d’hôtes",543787099,Isabel,Nyon,Le Vaud,46.47717873231528,6.243150407056757,Private room,86,1,5,2024-03-02,1.25,2,176,5,
1012771568166706883,Chalet Les Pommiers Chesières / Villars-Sur-Ollon,543914195,Leif,Aigle,Ollon,46.2991185998636,7.04397837301634,Entire home/apt,270,3,3,2024-03-02,2.50,1,159,3,
1012893467715645970,l'oracle,31740180,Sara Lucy,Gros-de-Vaud,Jorat-Menthue,46.62728600406817,6.70791070908308,Entire home/apt,168,1,13,2024-03-01,3.39,1,262,13,
1012958396551499014,Comfortable single room,49102905,Gonz,Ouest lausannois,Bussigny,46.55212310059872,6.557796268754012,Private room,49,3,3,2024-02-16,0.76,3,61,3,
1013904895620765020,Spacious 1BR for 4ppl near EHL & Balcony w parking,368556373,Samantha,Lausanne,Lausanne,46.56256165380017,6.687309952275615,Entire home/apt,165,1,0,,,14,363,0,
1014288289248212389,Chalet cosy,58633948,Mélanie,Riviera-Pays-d'Enhaut,Montreux,46.43398480909707,6.937183422625239,Entire home/apt,,1,0,,,1,0,0,
1014443975776346273,Beautiful room in a house with lake view,7959589,Sophie,Riviera-Pays-d'Enhaut,Vevey,46.46543638674571,6.8514363094176405,Private room,75,1,9,2024-01-12,2.23,1,64,9,
1014498274815983322,"Chalet L'Adret, 3,5 pièces dans les combles.",67489882,Isabelle,Aigle,Gryon,46.27433282375835,7.061249771163927,Entire home/apt,105,2,3,2024-03-03,1.23,1,108,3,
1014963734041349394,locations de villas à Casablanca,544358698,Maha,Lausanne,Lausanne,46.5130015,6.6479162,Private room,269,1,0,,,1,89,0,
1015091690492562334,Chailly - App. La Vigneronne mit Seesicht,11642887,Tissot-Middel,Riviera-Pays-d'Enhaut,Montreux,46.45450229999999,6.8912301,Entire home/apt,161,4,0,,,3,209,0,
1015289800806218663,Charming Chalet ski in/out,544440197,Chalet Frantisek,Aigle,Ollon,46.3019897,7.0599721,Entire home/apt,872,2,7,2024-03-03,2.36,1,325,7,
1015925642010379209,Lou's place,544572084,Lou,Nyon,Mies,46.30616474563322,6.17371338579449,Private room,44,1,2,2024-03-02,0.65,1,90,2,
1016445163899597356,Chailly - Duplex-Wohnung mit Seesicht,11642887,Tissot-Middel,Riviera-Pays-d'Enhaut,Blonay,46.45505883367701,6.890842755727757,Entire home/apt,202,4,0,,,3,229,0,
1016569472877680775,Modern City Centre Apartment & Free Parking,444461287,Rita,Riviera-Pays-d'Enhaut,Montreux,46.431163432825095,6.916108597695761,Entire home/apt,193,1,6,2024-02-11,1.98,6,93,6,
1016588086374977646,Bedroom in the heart of Montreux,444461287,Rita,Riviera-Pays-d'Enhaut,Montreux,46.43187554025471,6.915280329455169,Private room,98,1,1,2024-02-06,0.88,6,86,1,
1016612997857799216,Private Space,544721415,Sumit,Riviera-Pays-d'Enhaut,Montreux,46.43525519071822,6.9096631606097985,Private room,125,1,1,2023-12-21,0.37,1,90,1,
1017174531590639832,Studio : Charme & Confort,128120589,Amine,Lausanne,Lausanne,46.5309123,6.635163899999999,Entire home/apt,100,5,0,,,1,27,0,
1017198154165073021,Cozy flat in lovely old town,8163168,Meike,Riviera-Pays-d'Enhaut,Montreux,46.43553796526953,6.916388400157187,Entire home/apt,114,2,6,2023-12-24,1.84,1,73,6,
1017469075171308550,"Appartement calme, place de parc",10957337,Boris,Lausanne,Lausanne,46.529019908268126,6.6493188589811325,Entire home/apt,,7,0,,,1,0,0,
1017803568225827043,Studio in Villars-sur-Ollon.,377329746,Alexandra,Aigle,Ollon,46.30838632340741,7.061080697700095,Entire home/apt,160,2,9,2024-03-01,3.75,1,262,9,
1017844933980095840,super cosy et très bien situé!,519124094,Kamila,Riviera-Pays-d'Enhaut,La Tour-de-Peilz,46.4519863017464,6.857212579479284,Entire home/apt,,2,3,2024-01-01,0.91,1,0,3,
1017852542068166542,Quiet and central,87888069,Paul,Aigle,Leysin,46.34259603944361,7.009368730660789,Entire home/apt,90,1,19,2024-03-06,6.71,1,69,19,
1017928171506253389,Magnifique appartement moderne et au calme,57914425,Enrique,Gros-de-Vaud,Penthaz,46.5996305,6.541774299999999,Entire home/apt,156,1,2,2024-01-30,1.28,1,219,2,
1017978172483575110,"Charmant Studio, splendide vue",545009474,Monica,Riviera-Pays-d'Enhaut,Veytaux,46.42116999387707,6.9273182790157755,Entire home/apt,91,2,3,2024-01-02,1.02,1,241,3,
1018584982335439731,Chambre à bon prix proche du centre / Parking,193834597,Giu,Lausanne,Lausanne,46.524041250155754,6.649714304434522,Private room,58,1,6,2024-03-08,1.54,1,89,6,
1018675835768962680,New Lausanne Lake  & city center,510200267,Michelle,Lausanne,Lausanne,46.507876105598044,6.627838895075643,Entire home/apt,150,2,7,2024-02-27,2.26,2,18,7,
1018747938503788200,"Lausanne, 15 min from the centre",27826298,Darlan,Lausanne,Le Mont-sur-Lausanne,46.54482425896312,6.639918088958665,Entire home/apt,,4,2,2024-01-03,0.81,1,0,2,
1018801613617715231,Refuge Romantique & Relax Villars avec Jardin,462346455,Anthony,Aigle,Ollon,46.29125181539722,7.057430296866839,Entire home/apt,186,2,5,2024-03-02,2.17,3,46,5,
1018809394278267877,Charming Castle/Lake View Duplex,5437523,Guillaume,Nyon,Nyon,46.382528151159796,6.241521299475106,Entire home/apt,130,1,2,2024-02-18,1.36,1,119,2,
1019624625207095823,Chambre Montreux,358693226,Martina,Riviera-Pays-d'Enhaut,Montreux,46.43481437334478,6.9121898781356546,Private room,130,1,3,2023-12-10,0.95,1,247,3,
1020205753144467411,Studio propre et récent,314108102,Mehdi,Lausanne,Lausanne,46.5398564,6.651248199999999,Entire home/apt,80,1,4,2023-12-17,1.17,1,260,4,
1020275553521945139,Séjournez à Bex,426865424,Jolene,Aigle,Bex,46.2490137,7.023647599999999,Private room,61,1,4,2024-02-15,1.12,1,257,4,
1020280096317997452,Nouveau à Rougemont: Appartement dans Chalet 1830,53033988,Carole,Riviera-Pays-d'Enhaut,Rougemont,46.4900665296846,7.2117805860149575,Entire home/apt,424,2,0,,,1,255,0,
1020394239002693553,Studio meublé pour 2 - Proche de Montreux,459901612,Halil,Riviera-Pays-d'Enhaut,Montreux,46.443303223306735,6.889643110334873,Entire home/apt,99,1,2,2023-12-24,0.65,1,231,2,
1020425905414196714,Studio cosy,38073476,Mélissa,Morges,Senarclens,46.59996858308749,6.486721892335257,Entire home/apt,96,1,0,,,1,265,0,
1020807959812497153,Chalet Leysin village,10947703,Olivier,Aigle,Leysin,46.33744587633021,7.0097099279530415,Entire home/apt,250,7,1,2024-01-06,0.46,1,57,1,
1021131022067196093,Spacious apartment in the heart of Montreux,466534486,Nagham,Riviera-Pays-d'Enhaut,Montreux,46.43252570781046,6.914009250897428,Entire home/apt,199,1,3,2024-01-16,0.80,2,4,3,
1021355651511227626,Country calm between Lausanne and Geneva,510195230,Helen,Morges,Saint-Livres,46.50944713363535,6.388526509844568,Private room,95,1,0,,,2,157,0,
1021571730930014509,Cosy apartment next to the ski slopes in Gryon,109803397,Michela,Aigle,Gryon,46.2890215,7.0939833,Entire home/apt,70,1,4,2024-02-02,1.38,1,260,4,
1021704465197914871,Lumineux studio sous-gare,23413419,Cyrille,Lausanne,Lausanne,46.51228175211401,6.635305817942671,Entire home/apt,98,4,0,,,1,313,0,
1021875171206454035,Charmante maison individuelle,8778856,Anne,Riviera-Pays-d'Enhaut,Saint-Légier-La Chiésaz,46.4714396734667,6.870168665606684,Entire home/apt,,6,0,,,1,0,0,
1021888875255866453,Beautiful Room with separate work space,491706834,Majella,Nyon,Vich,46.42796888988708,6.250910653320931,Private room,122,1,1,2024-02-27,1,2,264,1,
1022242962203435879,Chambre au calme et lumineuse,129416217,Natascha,Lausanne,Le Mont-sur-Lausanne,46.5405223393972,6.631022364456798,Private room,,4,5,2024-02-25,1.52,2,1,5,
1022306862951857408,Bel appartement Lausanne-centre,120347529,Alicia,Lausanne,Lausanne,46.527082200393075,6.631878096853366,Entire home/apt,,7,2,2024-01-22,0.94,1,0,2,
1022347522527679244,"Appartement "" Les Salines """,229224428,Michèle,Aigle,Roche (Vaud),46.3619355,6.930005299999999,Entire home/apt,90,2,8,2024-02-15,2.31,1,154,8,
1022938927829624285,Room in cozy apartement in Yverdon-les-bains,41794784,Deborah,Jura-Nord vaudois,Yverdon-les-Bains,46.77064712254274,6.628758845744212,Private room,63,1,2,2024-01-19,1.00,1,221,2,
1022988105404498201,Appartement lumineux et calme,129416217,Natascha,Lausanne,Lausanne,46.53989661424308,6.631070410592163,Entire home/apt,110,2,1,2023-11-21,0.27,2,8,1,
1023164649625499320,Appartement Central à Villars-sur-Ollon,462346455,Anthony,Aigle,Ollon,46.297239157519776,7.054042342811244,Entire home/apt,186,3,4,2024-03-04,1.71,3,209,4,
1024539882490147815,Studio au cœur de la ville,425760130,Jorge,Lausanne,Lausanne,46.52483407958859,6.619877256453037,Entire home/apt,73,15,2,2024-02-28,1.50,1,42,2,
1024674850794350853,Chalet Temara,546501883,Fabio Et Gian-Luca,Aigle,Ollon,46.29440646539663,7.063837486443771,Entire home/apt,252,7,4,2024-02-26,2.79,1,305,4,
1024695783437515834,Walking steps from Lake Geneva,440526,Lars,Lavaux-Oron,Lutry,46.502027417360594,6.684865287567446,Entire home/apt,125,2,7,2024-02-25,2.66,5,135,7,
1025057649402016135,Brotzet Ensoleillé,101615341,Melinda - Interhome Group,Aigle,Gryon,46.283442,7.07145,Entire home/apt,175,1,0,,,130,334,0,
1025279622606468223,Beautiful room in new apartment with a view-Pully,3934040,Anna,Lavaux-Oron,Pully,46.51116,6.65554,Private room,150,4,0,,,2,5,0,
1025329371266474512,Amazing lake view Montreux,6173963,Audrey,Riviera-Pays-d'Enhaut,Montreux,46.42399933658981,6.926520012723726,Entire home/apt,180,2,1,2023-12-24,0.38,4,265,1,
1025849755108323944,Les Terrasses de Lavaux 2,308997466,Bestbnb,Lavaux-Oron,Puidoux,46.48704690776764,6.759533483641992,Entire home/apt,460,1,0,,,1,332,0,
1025955896210467377,Cosy studio on the ski slopes,153399068,Jérôme,Aigle,Gryon,46.290388679145295,7.097623409123215,Entire home/apt,149,2,2,2024-02-28,0.79,1,178,2,
1025998878084968258,"Location Appartement, 2 semaines",21583371,Álvaro,Lausanne,Lausanne,46.51527327144526,6.651166439093318,Entire home/apt,,1,1,2024-01-04,0.45,1,0,1,
1026057520898867698,Penthouse Paradise With Indoor Swimming Pool,2770598,Moriya,Riviera-Pays-d'Enhaut,Château-d'Oex,46.47290803936911,7.1199659106473865,Entire home/apt,424,3,0,,,29,308,0,
1026115344369458885,"Great location, Traditional style and comfy Apt.",546810764,Pili,Aigle,Ollon,46.29389,7.06358,Entire home/apt,189,5,1,2024-02-24,1,1,67,1,
1026678381693143680,Lausanne's Old Town - 80m2 Loft,3528377,Marc,Lausanne,Lausanne,46.52233660074091,6.6362538040103285,Entire home/apt,120,2,0,,,13,157,0,
1026820974993792506,"Appartament , Jardin, calme.",546957117,Bujar,Nyon,Mies,46.3056833,6.1722905,Entire home/apt,162,1,0,,,1,9,0,
1026852540575653680,Appartement cosy à proximité de l'UNIL/EPFL,488638095,Marianne,Ouest lausannois,Bussigny,46.5489729,6.5532445,Entire home/apt,95,2,6,2024-02-20,2.47,1,137,6,
1027482924636184454,Appartement spacieux et lumineux,146588217,Celio,Lausanne,Lausanne,46.531949482026505,6.608675096717907,Entire home/apt,,7,2,2024-02-24,0.91,1,0,2,
1027547791415813582,Chambre privée dans un appartement moderne,4721312,Florian,Riviera-Pays-d'Enhaut,Montreux,46.438491900789494,6.908746840886199,Private room,113,1,0,,,1,269,0,
1027748738836733878,Stunning Panoramic Mountain View,136336676,Rachel,Riviera-Pays-d'Enhaut,Chardonne,46.47873979703013,6.8333036452531815,Entire home/apt,250,4,1,2023-12-30,0.42,3,22,1,
1028138597619741347,Luxury Penthouse in Montreux City with Lake View,43777505,Julian,Riviera-Pays-d'Enhaut,Montreux,46.429409431271395,6.913353476950982,Entire home/apt,699,7,1,2024-01-12,0.51,16,265,1,
1028175121336395540,Luxury Apartment in Montreux with Panoramic Views,43777505,Julian,Riviera-Pays-d'Enhaut,Montreux,46.4297261825896,6.913786395031778,Entire home/apt,625,5,0,,,16,213,0,
1028361095094059120,Chalet Tout Confort avec Vue Panoramique,3195042,Nicolas,Aigle,Gryon,46.281264491903094,7.073931661584004,Entire home/apt,375,5,4,2024-02-24,1.85,1,365,4,
1028371065140821294,Appartement près de Chaudron,203030384,Steven,Lausanne,Lausanne,46.523391144193404,6.619321703910828,Entire home/apt,130,1,0,,,1,269,0,
1028674376663905060,Chic Apartment with Access to Shared Pool and Spa,2770598,Moriya,Riviera-Pays-d'Enhaut,Château-d'Oex,46.472837246247956,7.1198289335847615,Entire home/apt,325,3,0,,,29,308,0,
1028738242896844324,"Alpine Retreat: Ski, Hike, Relax",56335694,Marianne,Riviera-Pays-d'Enhaut,Blonay,46.4669586799272,6.894400018059109,Entire home/apt,145,1,0,,,1,254,0,
1028869296852546452,Beautiful new apartment with lake view in Pully,3934040,Anna,Lavaux-Oron,Pully,46.51154075560684,6.654309857672107,Entire home/apt,165,4,1,2023-12-31,0.42,2,31,1,
1028885292215077715,Gorgeous studio in Lausanne - 574000,273734321,Homenhancement,Lausanne,Lausanne,46.5340218,6.647389899999999,Entire home/apt,,4,0,,,42,0,0,
1029353085696009277,Stunning quiet studio in Nyon,491706834,Majella,Nyon,Nyon,46.38191294887834,6.235972233009632,Entire home/apt,129,2,5,2024-02-24,1.46,2,252,5,
1029594239664296723,Appartement cosy au coeur du vignoble de Lavaux,547519391,Cécile,Lavaux-Oron,Bourg-en-Lavaux,46.498101,6.7095308,Entire home/apt,163,2,1,2023-12-21,0.37,1,351,1,
1029603753231257063,Design et très spacieux !,78053830,Martin,Lausanne,Le Mont-sur-Lausanne,46.5435322,6.6319303,Entire home/apt,170,1,6,2024-01-06,1.78,9,69,6,
1029772538121226242,very cozy appartement.,541187757,Evelyn,Lausanne,Lausanne,46.52428265568699,6.637736796580555,Entire home/apt,110,1,10,2024-01-29,3.03,1,0,10,
1029805956526639373,Superbe appartement de 3 pièces,14286215,Jean-Philippe,Riviera-Pays-d'Enhaut,Montreux,46.44810690000001,6.9231918,Entire home/apt,220,5,0,,,1,362,0,
1030534685850718308,Grand duplex proche de la gare,269028365,Arberie,Nyon,Gland,46.418595143229076,6.265799267029815,Entire home/apt,,7,0,,,1,0,0,
1030538840191809692,Magnifique chalet suisse,547731626,Maamoun,Aigle,Leysin,46.35349304632721,7.02325270258932,Entire home/apt,320,3,2,2024-02-21,0.88,1,159,2,
1030906520762520534,Joli 3 pièces près de la gare,97242182,Séverine,Aigle,Bex,46.25089139141771,7.003000039799348,Entire home/apt,160,4,3,2024-02-17,1.22,2,37,3,
1030924647286741862,Appartement Les Diablerets,547796039,Jean-Claude,Aigle,Ormont-Dessus,46.35091058275699,7.16338723566066,Entire home/apt,136,3,0,,,1,82,0,
1031044486712994746,Studio sous-Gare,547816234,Zacharie,Lausanne,Lausanne,46.5133191071154,6.630385480821133,Entire home/apt,104,1,12,2024-03-02,3.56,1,148,12,
1031138445760170812,One-bedroom apartment with lake view,94673785,CoucouNCo,Lavaux-Oron,Pully,46.51339363829194,6.666138623224887,Entire home/apt,89,2,2,2024-02-10,0.82,65,223,2,
1031181565669072932,Studio aux calme et relax,170960109,José,Riviera-Pays-d'Enhaut,La Tour-de-Peilz,46.45751,6.85738,Entire home/apt,69,1,9,2024-02-19,2.65,2,40,9,
1031197406470522258,"Chambre moderne et calme, à 14 min de l’aéroport",546157360,Walburga,Nyon,Commugny,46.3265283463375,6.176342144608498,Private room,86,7,0,,,1,316,0,
1031273028470537060,Grand appartement familial Gryon-Villars,12059290,Olivier,Aigle,Gryon,46.27399178251462,7.061353611639385,Entire home/apt,126,2,4,2024-03-01,2.55,1,241,4,
1031710010163928311,Magnifique studio,113350921,Prince,Lausanne,Lausanne,46.53489699145847,6.648243275514665,Entire home/apt,65,1,1,2024-02-03,0.81,8,269,1,
1032393742840832516,Chambres d'hôtes à Provence,525636888,Christian,Jura-Nord vaudois,Provence,46.8901949,6.726240799999999,Private room,110,1,0,,,4,267,0,
1032423737837405720,Chambre d'hôtes Provence,525636888,Christian,Jura-Nord vaudois,Provence,46.8901949,6.726240799999999,Private room,70,1,0,,,4,268,0,
1032432769849726146,Chambre d'hôtes,525636888,Christian,Jura-Nord vaudois,Provence,46.89068602890562,6.726952090228698,Private room,65,1,0,,,4,268,0,
1032476078652161709,"Charm & comfort, next to the ski slopes",548071748,Tamás,Aigle,Ollon,46.3082821,7.0591512,Entire home/apt,170,3,4,2024-02-17,1.74,1,44,4,
1032596529833887188,"Appartement 4,5 pièces à louer",55310125,Armel,Gros-de-Vaud,Bretigny-sur-Morrens,46.59919642735305,6.640039586200173,Entire home/apt,112,7,0,,,1,263,0,
1033098555661659049,Studio à 2 min de Lausanne gare,356287751,Swiss,Lausanne,Lausanne,46.51518053668299,6.6255727696372055,Entire home/apt,130,7,0,,,6,269,0,
1033150921787246444,Appartement élégant & ensoleillé,371022906,Smile,Lausanne,Lausanne,46.5275165,6.612516299999999,Entire home/apt,130,3,2,2024-02-16,0.65,1,298,2,
1033241616254094798,Villa Escondida,112918146,Oliver,Riviera-Pays-d'Enhaut,Blonay,46.4566715,6.8940268,Entire home/apt,170,1,0,,,1,270,0,
